"대구","수성구",여자,36973,15900,14653,9,17,6394,56
"대구","달서구",합계,90882,36142,41928,70,122,12620,186
"대구","달서구",남자,41139,14578,20187,49,79,6246,106
"대구","달서구",여자,49743,21564,21741,21,43,6374,80
"대구","달성군",합계,40780,15648,17538,31,41,7522,87
"대구","달성군",남자,19587,6754,8832,18,31,3952,52
"대구","달성군",여자,21193,8894,8706,13,10,3570,35
"인천","소계",합계,489949,207488,228685,386,519,52871,1062
"인천","소계",남자,230883,88823,112824,285,333,28618,707
"인천","소계",여자,259066,118665,115861,101,186,24253,355
"인천","중구",합계,22058,9119,11295,18,28,1598,55
"인천","중구",남자,10997,4201,5807,12,16,961,36
"인천","중구",여자,11061,4918,5488,6,12,637,19
"인천","동구",합계,11441,5449,5118,11,12,851,30
"인천","동구",남자,5368,2358,2476,9,9,516,24
"인천","동구",여자,6073,3091,2642,2,3,335,6
"인천","미추홀구",합계,66898,32381,25311,69,88,9049,268
"인천","미추홀구",남자,30894,13474,12424,50,49,4897,179
"인천","미추홀구",여자,36004,18907,12887,19,39,4152,89
"인천","연수구",합계,62123,25260,30110,45,54,6654,108
"인천","연수구",남자,29733,10829,15079,35,35,3755,68
"인천","연수구",여자,32390,14431,15031,10,19,2899,40
"인천","남동구",합계,87793,35314,42738,71,80,9590,189
"인천","남동구",남자,41188,15101,20951,51,48,5037,119
"인천","남동구",여자,46605,20213,21787,20,32,4553,70
"인천","부평구",합계,82529,38716,34229,54,85,9445,149
"인천","부평구",남자,38014,16250,16645,43,61,5015,102
"인천","부평구",여자,44515,22466,17584,11,24,4430,47
"인천","계양구",합계,49738,17684,27935,32,52,4035,82
"인천","계양구",남자,22953,7362,13351,21,36,2183,55
"인천","계양구",여자,26785,10322,14584,11,16,1852,27
"인천","서구",합계,90573,35689,45082,68,90,9644,148
"인천","서구",남자,43502,15644,22561,51,60,5186,102
"인천","서구",여자,47071,20045,22521,17,30,4458,46
"인천","강화군",합계,12623,5586,5478,14,25,1520,21
"인천","강화군",남자,6072,2499,2774,11,14,774,17
"인천","강화군",여자,6551,3087,2704,3,11,746,4
"인천","옹진군",합계,4173,2290,1389,4,5,485,12
"인천","옹진군",남자,2162,1105,756,2,5,294,5
"인천","옹진군",여자,2011,1185,633,2,-,191,7
"광주","소계",합계,247077,82259,125504,217,219,38878,505
"광주","소계",남자,114311,33357,61088,157,123,19586,321
"광주","소계",여자,132766,48902,64416,60,96,19292,184
"광주","동구",합계,17701,6267,8193,21,22,3198,42
"광주","동구",남자,8112,2507,3991,16,12,1586,27
"광주","동구",여자,9589,3760,4202,5,10,1612,15
"광주","서구",합계,51705,18401,24007,53,52,9192,118
"광주","서구",남자,23698,7449,11598,36,24,4591,69
"광주","서구",여자,28007,10952,12409,17,28,4601,49
"광주","남구",합계,38262,14163,16850,47,32,7170,104
"광주","남구",남자,17259,5628,7970,33,22,3606,65
"광주","남구",여자,21003,8535,8880,14,10,3564,39
"광주","북구",합계,74337,23072,39557,58,58,11592,122
"광주","북구",남자,34212,9104,19146,44,36,5882,84
"광주","북구",여자,40125,13968,20411,14,22,5710,38
"광주","광산구",합계,65072,20356,36897,38,55,7726,119
"광주","광산구",남자,31030,8669,18383,28,29,3921,76
"광주","광산구",여자,34042,11687,18514,10,26,3805,43
"대전","소계",합계,247571,88319,108312,172,285,50483,506
"대전","소계",남자,116227,37716,52145,117,187,26062,325
"대전","소계",여자,131344,50603,56167,55,98,24421,181
"대전","동구",합계,38360,13055,15656,29,53,9567,74
"대전","동구",남자,17688,5442,7390,19,33,4804,50
"대전","동구",여자,20672,7613,8266,10,20,4763,24
"대전","중구",합계,42017,14850,18805,37,42,8283,85
"대전","중구",남자,19381,6247,8975,24,25,4110,58
"대전","중구",여자,22636,8603,9830,13,17,4173,27
"대전","서구",합계,79889,28600,35409,55,88,15737,170
"대전","서구",남자,37176,12120,16938,39,55,8024,98
"대전","서구",여자,42713,16480,18471,16,33,7713,72
"대전","유성구",합계,56311,21034,25156,27,51,10043,122
"대전","유성구",남자,27410,9246,12447,21,35,5661,91
"대전","유성구",여자,28901,11788,12709,6,16,4382,31
"대전","대덕구",합계,30994,10780,13286,24,51,6853,55
"대전","대덕구",남자,14572,4661,6395,14,39,3463,28
"대전","대덕구",여자,16422,6119,6891,10,12,3390,27
"울산","소계",합계,182341,84012,69706,126,151,28346,425
"울산","소계",남자,86559,37509,34838,92,94,14026,256
"울산","소계",여자,95782,46503,34868,34,57,14320,169
"울산","중구",합계,36445,17995,10958,22,22,7448,95
"울산","중구",남자,16698,7610,5488,16,16,3568,58
"울산","중구",여자,19747,10385,5470,6,6,3880,37
"울산","남구",합계,52170,21951,21924,34,57,8204,106
"울산","남구",남자,24270,9434,10832,24,34,3946,64
"울산","남구",여자,27900,12517,11092,10,23,4258,42
"울산","동구",합계,25225,13480,9291,30,18,2406,76
"울산","동구",남자,12435,6615,4515,24,11,1270,51
"울산","동구",여자,12790,6865,4776,6,7,1136,25
"울산","북구",합계,31752,15776,10953,20,19,4984,49
"울산","북구",남자,15166,7036,5556,13,12,2549,25
"울산","북구",여자,16586,8740,5397,7,7,2435,24
"울산","울주군",합계,36749,14810,16580,20,35,5304,99
"울산","울주군",남자,17990,6814,8447,15,21,2693,58
"울산","울주군",여자,18759,7996,8133,5,14,2611,41
"세종","소계",합계,57590,26521,22388,25,67,8589,130
"세종","소계",남자,28817,12244,11757,19,50,4747,86
"세종","소계",여자,28773,14277,10631,6,17,3842,44
"경기","소계",합계,2119555,757793,1113146,1500,2188,244928,4184
"경기","소계",남자,999782,323353,544067,1017,1455,129890,2586
"경기","소계",여자,1119773,434440,569079,483,733,115038,1598
"경기","수원시장안구",합계,43366,17317,16334,37,31,9647,103
"경기","수원시장안구",남자,19747,7261,7876,18,17,4575,62
"경기","수원시장안구",여자,23619,10056,8458,19,14,5072,41
"경기","수원시권선구",합계,54767,20128,26265,46,66,8262,114
"경기","수원시권선구",남자,25414,8373,12821,35,49,4136,69
"경기","수원시권선구",여자,29353,11755,13444,11,17,4126,45
"경기","수원시팔달구",합계,27095,9955,12233,19,28,4860,62
"경기","수원시팔달구",남자,12076,4085,5582,14,18,2377,37
"경기","수원시팔달구",여자,15019,5870,6651,5,10,2483,25
"경기","수원시영통구",합계,44977,14502,24417,29,40,5989,124
"경기","수원시영통구",남자,21009,6362,11547,19,27,3054,79
"경기","수원시영통구",여자,23968,8140,12870,10,13,2935,45
"경기","성남시수정구",합계,41081,15041,21717,30,50,4243,64
"경기","성남시수정구",남자,18720,5802,10671,21,31,2195,37
"경기","성남시수정구",여자,22361,9239,11046,9,19,2048,27
"경기","성남시중원구",합계,36083,10750,21953,24,54,3302,83
"경기","성남시중원구",남자,16253,4237,10307,15,39,1655,51
"경기","성남시중원구",여자,19830,6513,11646,9,15,1647,32
"경기","성남시분당구",합계,69313,18888,46694,27,57,3647,134
"경기","성남시분당구",남자,32210,8242,21923,21,30,1994,73
"경기","성남시분당구",여자,37103,10646,24771,6,27,1653,61
"경기","의정부시",합계,74896,24078,41059,54,80,9625,114
"경기","의정부시",남자,34481,10149,19248,33,50,5001,61
"경기","의정부시",여자,40415,13929,21811,21,30,4624,53
"경기","안양시만안구",합계,38574,14534,21896,42,48,2054,76
"경기","안양시만안구",남자,17597,5837,10432,25,31,1272,41
"경기","안양시만안구",여자,20977,8697,11464,17,17,782,35
"경기","안양시동안구",합계,49019,20727,25855,37,59,2341,102
"경기","안양시동안구",남자,22840,8831,12492,26,35,1456,58
"경기","안양시동안구",여자,26179,11896,13363,11,24,885,44
"경기","부천시",합계,138806,47923,69142,132,171,21438,258
"경기","부천시",남자,64160,20193,33718,84,123,10042,158
"경기","부천시",여자,74646,27730,35424,48,48,11396,100
"경기","광명시",합계,49810,15671,29449,27,48,4615,85
"경기","광명시",남자,23280,6672,14023,21,33,2531,57
"경기","광명시",여자,26530,8999,15426,6,15,2084,28
"경기","평택시",합계,81882,34185,40455,80,86,7076,157
"경기","평택시",남자,39168,13981,20905,52,61,4169,102
"경기","평택시",여자,42714,20204,19550,28,25,2907,55
"경기","동두천시",합계,14681,6779,6944,19,23,916,20
"경기","동두천시",남자,6711,2721,3408,14,17,551,12
"경기","동두천시",여자,7970,4058,3536,5,6,365,8
"경기","안산시상록구",합계,53176,20286,26883,37,57,5913,87
"경기","안산시상록구",남자,24761,8104,13185,26,40,3406,60
"경기","안산시상록구",여자,28415,12182,13698,11,17,2507,27
"경기","안산시단원구",합계,53617,14782,32367,30,43,6395,90
"경기","안산시단원구",남자,25091,6336,15152,26,27,3550,60
"경기","안산시단원구",여자,28526,8446,17215,4,16,2845,30
"경기","고양시덕양구",합계,78761,29037,39386,57,79,10202,171
"경기","고양시덕양구",남자,36839,12476,18904,37,54,5368,102
"경기","고양시덕양구",여자,41922,16561,20482,20,25,4834,69
"경기","고양시일산동구",합계,46907,18344,20393,36,52,8082,107
"경기","고양시일산동구",남자,21315,7624,9569,25,31,4066,65
"경기","고양시일산동구",여자,25592,10720,10824,11,21,4016,42
"경기","고양시일산서구",합계,50300,18398,22099,25,45,9733,105
"경기","고양시일산서구",남자,23148,7822,10609,16,30,4671,43
"경기","고양시일산서구",여자,27152,10576,11490,9,15,5062,62
"경기","과천시",합계,8690,3666,4567,3,7,447,15
"경기","과천시",남자,4187,1661,2256,2,3,265,8
"경기","과천시",여자,4503,2005,2311,1,4,182,7
"경기","구리시",합계,31490,11287,16590,24,39,3550,74
"경기","구리시",남자,14877,4906,7993,18,28,1932,47
"경기","구리시",여자,16613,6381,8597,6,11,1618,27
"경기","남양주시",합계,120361,33778,68352,75,109,18047,202
"경기","남양주시",남자,57582,14517,33517,56,80,9412,132
"경기","남양주시",여자,62779,19261,34835,19,29,8635,70
"경기","오산시",합계,32312,10351,18387,27,29,3518,100
"경기","오산시",남자,15477,4523,8933,21,19,1981,64
"경기","오산시",여자,16835,5828,9454,6,10,1537,36
"경기","시흥시",합계,81376,26992,44951,53,91,9289,119
"경기","시흥시",남자,39859,11831,22635,36,64,5293,80
"경기","시흥시",여자,41517,15161,22316,17,27,3996,39
"경기","군포시",합계,45182,16435,25169,23,48,3507,95
"경기","군포시",남자,20913,6593,12330,17,32,1941,53
"경기","군포시",여자,24269,9842,12839,6,16,1566,42
"경기","의왕시",합계,25966,11069,12865,20,21,1991,73
"경기","의왕시",남자,12383,4753,6508,9,13,1100,51
"경기","의왕시",여자,13583,6316,6357,11,8,891,22
"경기","하남시",합계,46916,17161,25990,28,37,3700,86
"경기","하남시",남자,22623,7629,12821,18,25,2130,49
"경기","하남시",여자,24293,9532,13169,10,12,1570,37
"경기","용인시처인구",합계,40844,15394,21755,29,43,3623,63
"경기","용인시처인구",남자,19399,6607,10608,22,25,2137,40
"경기","용인시처인구",여자,21445,8787,11147,7,18,1486,23
"경기","용인시기흥구",합계,66437,21625,38312,39,55,6406,131
"경기","용인시기흥구",남자,31274,9329,18439,26,39,3441,88
"경기","용인시기흥구",여자,35163,12296,19873,13,16,2965,43
"경기","용인시수지구",합계,56468,18560,32900,17,40,4951,88
"경기","용인시수지구",남자,27147,8357,16073,13,25,2679,49
"경기","용인시수지구",여자,29321,10203,16827,4,15,2272,39
"경기","파주시",합계,72840,33290,28634,47,84,10785,149
"경기","파주시",남자,34644,14459,14650,28,57,5450,101
"경기","파주시",여자,38196,18831,13984,19,27,5335,48
"경기","이천시",합계,32198,15498,13535,24,37,3104,91
"경기","이천시",남자,15383,6327,7206,18,25,1807,59
"경기","이천시",여자,16815,9171,6329,6,12,1297,32
"경기","안성시",합계,31793,13827,13544,29,25,4368,77
"경기","안성시",남자,15383,5887,6845,26,18,2607,53
"경기","안성시",여자,16410,7940,6699,3,7,1761,24
"경기","김포시",합계,77832,28738,43144,42,90,5818,161
"경기","김포시",남자,37836,12948,21613,31,60,3184,108
"경기","김포시",여자,39996,15790,21531,11,30,2634,53
"경기","화성시",합계,118827,44247,55748,91,107,18634,241
"경기","화성시",남자,58354,19966,28345,52,65,9926,140
"경기","화성시",여자,60473,24281,27403,39,42,8708,101
"경기","광주시",합계,62144,18864,38741,46,74,4419,123
"경기","광주시",남자,29725,8266,18934,32,49,2444,71
"경기","광주시",여자,32419,10598,19807,14,25,1975,52
"경기","양주시",합계,37553,15622,19380,30,30,2491,52
"경기","양주시",남자,17882,6615,9843,21,16,1387,38
"경기","양주시",여자,19671,9007,9537,9,14,1104,14
"경기","포천시",합계,24131,6926,13739,19,30,3417,74
"경기","포천시",남자,11715,2976,6665,13,19,2042,53
"경기","포천시",여자,12416,3950,7074,6,11,1375,21
"경기","여주시",합계,19058,6030,11930,13,31,1054,40
"경기","여주시",남자,9190,2678,5853,10,21,628,26
"경기","여주시",여자,9868,3352,6077,3,10,426,14
"경기","연천군",합계,6558,3179,2851,7,9,512,17
"경기","연천군",남자,3172,1416,1408,3,7,338,13
"경기","연천군",여자,3386,1763,1443,4,2,174,4
"경기","가평군",합계,11814,5517,4981,10,8,1298,22
"경기","가평군",남자,5684,2505,2430,7,5,737,16
"경기","가평군",여자,6130,3012,2551,3,3,561,6
"경기","양평군",합계,21654,8412,11540,16,27,1659,35
"경기","양평군",남자,10273,3496,5790,10,17,960,20
"경기","양평군",여자,11381,4916,5750,6,10,699,15
"강원","소계",합계,262323,122929,112012,545,331,26506,594
"강원","소계",남자,123185,54024,54610,374,226,13951,379
"강원","소계",여자,139138,68905,57402,171,105,12555,215
"강원","춘천시",합계,46903,30698,11618,83,47,4457,56
"강원","춘천시",남자,21556,13360,5787,59,36,2314,36
"강원","춘천시",여자,25347,17338,5831,24,11,2143,20
"강원","원주시",합계,53383,18916,27580,37,68,6782,93
"강원","원주시",남자,24826,8307,12993,25,44,3457,58
"강원","원주시",여자,28557,10609,14587,12,24,3325,35
"강원","강릉시",합계,39531,12423,22989,76,54,3989,129
"강원","강릉시",남자,18061,5242,10641,54,37,2087,84
"강원","강릉시",여자,21470,7181,12348,22,17,1902,45
"강원","동해시",합계,15110,7089,6952,34,13,1022,28
"강원","동해시",남자,7108,3134,3381,23,9,561,17
"강원","동해시",여자,8002,3955,3571,11,4,461,11
"강원","태백시",합계,8110,4848,2839,14,11,398,29
"강원","태백시",남자,3861,2128,1481,7,6,239,15
"강원","태백시",여자,4249,2720,1358,7,5,159,14
"강원","속초시",합계,13045,5052,5843,24,14,2112,34
"강원","속초시",남자,6089,2237,2768,16,9,1059,21
"강원","속초시",여자,6956,2815,3075,8,5,1053,13
"강원","삼척시",합계,11679,3812,7252,14,11,590,55
"강원","삼척시",남자,5500,1748,3410,10,6,326,38
"강원","삼척시",여자,6179,2064,3842,4,5,264,17
"강원","홍천군",합계,13227,7871,4622,18,15,701,32
"강원","홍천군",남자,6337,3434,2482,13,7,401,23
"강원","홍천군",여자,6890,4437,2140,5,8,300,9
"강원","횡성군",합계,8698,3872,3848,58,17,903,14
"강원","횡성군",남자,4259,1746,1956,42,12,503,8
"강원","횡성군",여자,4439,2126,1892,16,5,400,6
"강원","영월군",합계,7066,4514,1642,9,11,890,15
"강원","영월군",남자,3414,1981,924,4,9,496,5
"강원","영월군",여자,3652,2533,718,5,2,394,10
"강원","평창군",합계,8445,4375,3245,28,10,787,15
"강원","평창군",남자,4129,2037,1647,21,8,416,11
"강원","평창군",여자,4316,2338,1598,7,2,371,4
"강원","정선군",합계,7385,4450,2166,21,13,735,19
"강원","정선군",남자,3613,2007,1145,18,9,434,11
"강원","정선군",여자,3772,2443,1021,3,4,301,8
"강원","철원군",합계,6738,2071,4258,8,11,390,14
"강원","철원군",남자,3249,826,2202,4,6,211,7
"강원","철원군",여자,3489,1245,2056,4,5,179,7
"강원","화천군",합계,3861,2369,1074,14,4,400,16
"강원","화천군",남자,1879,1076,579,8,3,213,7
"강원","화천군",여자,1982,1293,495,6,1,187,9
"강원","양구군",합계,3618,2178,937,28,3,472,4
"강원","양구군",남자,1752,995,503,17,1,236,3
"강원","양구군",여자,1866,1183,434,11,2,236,1
"강원","인제군",합계,4636,2618,1513,3,10,492,9
"강원","인제군",남자,2342,1240,812,3,9,278,9
"강원","인제군",여자,2294,1378,701,-,1,214,-
"강원","고성군",합계,5119,3043,1469,28,12,567,14
"강원","고성군",남자,2432,1350,744,17,10,311,12
"강원","고성군",여자,2687,1693,725,11,2,256,2
"강원","양양군",합계,5769,2730,2165,48,7,819,18
"강원","양양군",남자,2778,1176,1155,33,5,409,14
"강원","양양군",여자,2991,1554,1010,15,2,410,4
"충북","소계",합계,281209,132100,96285,250,339,52235,704
"충북","소계",남자,133616,57351,48625,176,242,27222,477
"충북","소계",여자,147593,74749,47660,74,97,25013,227
"충북","청주시상당구",합계,33080,15484,9274,17,30,8275,57
"충북","청주시상당구",남자,15512,6664,4683,11,25,4129,39
"충북","청주시상당구",여자,17568,8820,4591,6,5,4146,18
"충북","청주시서원구",합계,34296,17340,9540,22,39,7355,77
"충북","청주시서원구",남자,15810,7437,4696,17,27,3633,50
"충북","청주시서원구",여자,18486,9903,4844,5,12,3722,27
"충북","청주시흥덕구",합계,42262,23057,9840,24,35,9306,81
"충북","청주시흥덕구",남자,20018,10167,5207,18,22,4604,50
"충북","청주시흥덕구",여자,22244,12890,4633,6,13,4702,31
"충북","청주시청원구",합계,30738,13980,11360,24,31,5343,77
"충북","청주시청원구",남자,14760,6212,5643,16,21,2868,46
"충북","청주시청원구",여자,15978,7768,5717,8,10,2475,31
"충북","충주시",합계,36738,12564,18979,40,44,5111,82
"충북","충주시",남자,17299,5347,9293,27,30,2602,55
"충북","충주시",여자,19439,7217,9686,13,14,2509,27
"충북","제천시",합계,25930,17558,5406,27,46,2893,77
"충북","제천시",남자,12032,7223,2922,21,31,1835,54
"충북","제천시",여자,13898,10335,2484,6,15,1058,23
"충북","보은군",합계,6528,3057,1628,7,8,1828,30
"충북","보은군",남자,3086,1326,823,3,4,930,23
"충북","보은군",여자,3442,1731,805,4,4,898,7
"충북","옥천군",합계,11025,5020,3957,13,18,2017,43
"충북","옥천군",남자,5313,2184,1966,9,18,1136,27
"충북","옥천군",여자,5712,2836,1991,4,-,881,16
"충북","영동군",합계,9886,2854,4583,17,22,2410,41
"충북","영동군",남자,4699,1240,2123,10,14,1312,34
"충북","영동군",여자,5187,1614,2460,7,8,1098,7
"충북","증평군",합계,5828,2223,2671,2,5,927,15
"충북","증평군",남자,2813,927,1367,2,4,513,12
"충북","증평군",여자,3015,1296,1304,-,1,414,3
"충북","진천군",합계,14056,5802,6085,17,15,2137,36
"충북","진천군",남자,6872,2596,3075,12,11,1178,26
"충북","진천군",여자,7184,3206,3010,5,4,959,10
"충북","괴산군",합계,8246,2507,4679,13,14,1033,22
"충북","괴산군",남자,4125,1167,2369,11,12,566,12
"충북","괴산군",여자,4121,1340,2310,2,2,467,10
"충북","음성군",합계,16286,6956,6288,16,22,3004,51
